0	1	1
0	4	1
0	208	1
0	330	1
0	603	1
0	1008	1
0	1241	1
0	1368	1
0	1481	1
0	1751	1
0	1925	1
0	2093	1
0	2235	1
0	2236	1
0	2268	1
0	2401	1
0	2404	1
0	2551	1
0	2555	1
0	2645	1
0	2882	1
0	2989	1
0	3390	1
0	3556	1
0	3628	1
0	3656	1
0	3817	1
0	3919	1
0	3972	1
0	3983	1
0	3984	1
0	4252	1
0	4278	1
0	4279	1
0	4480	1
0	4745	1
0	5023	1
0	5032	1
0	5676	1
0	5918	1
0	6005	1
0	6071	1
0	6291	1
0	6327	1
0	6467	1
0	6778	1
0	6807	1
0	6869	1
0	7000	1
1	585	1
1	732	1
1	1481	1
1	1945	-1
1	2078	1
1	2430	1
1	2812	1
1	4279	1
1	4612	1
1	5376	-1
2	2887	1
3	4496	1
4	8	1
4	2887	1
4	3063	1
4	4496	1
4	6395	1
5	354	1
5	2401	1
5	2551	-1
5	2887	-1
5	3203	-1
5	3625	1
5	3826	1
5	4370	-1
5	5585	-1
5	5878	-1
5	6000	-1
5	6664	1
5	6668	1
5	6778	-1
6	2719	-1
7	1933	-1
7	3290	-1
8	9	1
8	108	1
8	168	1
8	359	1
8	585	1
8	603	1
8	1234	1
8	1237	1
8	1271	-1
8	1368	1
8	1393	1
8	1481	1
8	1483	1
8	1490	1
8	1550	1
8	1933	1
8	1998	1
8	2093	1
8	2229	1
8	2235	1
8	2236	1
8	2401	1
8	2404	1
8	2645	1
8	2790	1
8	2862	1
8	3315	-1
8	3316	1
8	3317	1
8	3319	1
8	3328	1
8	3457	-1
8	3919	1
8	3972	1
8	3977	1
8	3983	1
8	3984	1
8	4100	-1
8	4278	1
8	4279	1
8	4291	-1
8	4373	-1
8	4480	1
8	4485	-1
8	4489	1
8	4615	1
8	4740	-1
8	4905	-1
8	5023	1
8	5218	1
8	5256	1
8	5479	1
8	5527	-1
8	5601	1
8	5610	1
8	5642	1
8	5763	1
8	5768	-1
8	5918	1
8	6020	-1
8	6104	-1
8	6222	1
8	6328	1
8	6359	-1
8	6363	1
8	6415	-1
8	6611	-1
8	6626	1
8	6629	-1
8	6639	-1
8	6712	-1
8	6778	1
8	6807	1
8	6869	1
8	7043	1
8	7045	1
8	7108	1
10	5158	1
11	14	-1
11	732	1
11	2490	-1
11	2539	1
11	6898	1
11	7067	-1
12	14	1
13	6118	-1
13	6989	-1
14	19	1
14	208	1
14	215	1
14	341	1
14	686	1
14	759	1
14	1241	1
14	1411	1
14	1625	1
14	1743	1
14	1904	1
14	1923	1
14	2078	1
14	2109	1
14	2551	1
14	2702	1
14	2859	1
14	3034	1
14	3063	1
14	3174	1
14	3341	1
14	3635	1
14	4132	1
14	4279	1
14	4314	1
14	4394	1
14	4428	1
14	4465	1
14	4586	1
14	4618	-1
14	4638	1
14	4641	1
14	4692	1
14	4731	1
14	4907	1
14	5230	1
14	5333	1
14	5334	1
14	5405	1
14	5580	1
14	5583	1
14	5716	1
14	5857	1
14	6071	1
14	6179	1
14	6291	1
14	6626	1
14	6742	1
14	6778	1
15	17	1
16	678	-1
16	2062	-1
16	2862	-1
16	4111	-1
16	4360	-1
16	4394	1
16	4524	-1
16	5333	-1
16	5937	1
16	6118	1
